mp_id,formula,band_gap_eV,is_direct_gap,cbm_vs_vacuum_eV,vbm_vs_vacuum_eV,offset_estimation_method,dielectric_electronic,dielectric_ionic,dielectric_total,refractive_index,energy_above_hull_eV_per_atom,is_stable
mp-1199278,NdMoClO4,2.6074,False,-1.4120955042934735,-4.019495504293474,electronegativity_approx,,,,,0.0560012649404813,False
mp-1199462,TcC5ClO5,2.6834,False,-1.527942637722706,-4.211342637722706,electronegativity_approx,,,,,0.22224869877314735,False
mp-1199528,H18AuN6Cl,3.594,True,-0.6200380255601077,-4.214038025560107,electronegativity_approx,,,,,0.09470021294871778,False
mp-1199772,Sb2XeClF11,2.1165000000000003,True,-2.428804991768204,-4.545304991768204,electronegativity_approx,,,,,0.0,True
mp-1199992,Nb3Te4ClO15,2.3912,True,-1.6509408993783612,-4.042140899378361,electronegativity_approx,,,,,0.01980267208268849,False
mp-1200464,Fe3Te3ClO10,1.9995999999999996,False,-1.8068812784154094,-3.8064812784154087,electronegativity_approx,,,,,0.03753353821694816,False
mp-1200524,H9CN6Cl,4.6915,False,-0.19531662721031884,-4.886816627210319,electronegativity_approx,,,,,0.28066175323529396,False
mp-1201019,FeTe3ClO7,1.7567999999999997,False,-1.986165538108197,-3.742965538108197,electronegativity_approx,,,,,0.04119542309900304,False
mp-1201047,Dy4BClO7,4.736986288008098,True,-0.01790835489307474,-4.7548946429011725,electronegativity_approx,,,,,0.004846908846156239,False
mp-1201143,AsClOF8,2.8596,True,-2.21145847682309,-5.071058476823089,electronegativity_approx,,,,,0.0,True
mp-1201345,Ba5B3ClO9,3.7366772030833193,False,-0.2873514187886128,-4.024028621871932,electronegativity_approx,,,,,0.003986268750001187,False
mp-1201547,Ho4BClO7,4.773199999999999,True,-0.0058031675842245,-4.779003167584223,electronegativity_approx,,,,,0.016624257179490343,False
mp-1201615,Gd4BClO7,3.0154,True,-0.8665952182950438,-3.881995218295044,electronegativity_approx,,,,,0.006188833653848036,False
mp-1201961,Cs6Ho21Te34Cl,1.1546999999999996,False,-1.027021905123746,-2.1817219051237453,electronegativity_approx,,,,,0.2264053396935637,False
mp-1202213,Cs8Ga11Cl,0.9259999999999997,True,-0.8728521901442681,-1.7988521901442678,electronegativity_approx,,,,,0.0,True
mp-1202339,LaC2ClO7,0.6321,False,-2.598367378249831,-3.2304673782498314,electronegativity_approx,,,,,0.6936668213383834,False
mp-1202595,Ca5V3ClO12,4.1225000000000005,False,-0.23337627491982316,-4.355876274919824,electronegativity_approx,,,,,0.0,True
mp-1202632,Tm4BClO7,4.7638,True,-0.022405905098212386,-4.786205905098212,electronegativity_approx,,,,,0.008440936192307902,False
mp-1203042,Cs6Dy21Te34Cl,0.8855999999999997,False,-1.157141956347932,-2.042741956347932,electronegativity_approx,,,,,0.16842430415322163,False
mp-1203505,CaC2ClO7,0.6559,False,-2.561324312886027,-3.2172243128860267,electronegativity_approx,,,,,0.7077580369128773,False
mp-1203629,H10C3N3Cl,4.8376,False,-0.02335842892683182,-4.860958428926832,electronegativity_approx,,,,,0.12915420897058905,False
mp-1204388,LaMoClO4,2.6599,True,-1.3720232263521657,-4.031923226352165,electronegativity_approx,,,,,0.06860005490079057,False
mp-1204472,Y3Se2ClO8,4.21,False,-0.5184911616743739,-4.7284911616743734,electronegativity_approx,,,,,0.0,True
mp-1205005,H4C2N3Cl,4.0758,False,-0.5509559846558929,-4.626755984655893,electronegativity_approx,,,,,0.2121134779374989,False
mp-1205081,Ba3GaSe4Cl,2.6100000000000003,False,-0.4649714720618534,-3.0749714720618537,electronegativity_approx,,,,,0.21939392305555483,False
mp-1205371,Ba3InS4Cl,2.8257,False,-0.3630451673413351,-3.188745167341335,electronegativity_approx,,,,,0.013000622152778973,False
mp-1205991,LaBi2ClO4,1.3154000000000003,False,-1.926059191597124,-3.2414591915971243,electronegativity_approx,,,,2.3604681753132506,0.0,True
mp-1206067,NdClO2,3.3686999999999996,False,-0.8708635674206788,-4.239563567420678,electronegativity_approx,,,,,0.24348148197916775,False
mp-1206531,SrClO,0.7333,False,-1.8110081759790813,-2.544308175979081,electronegativity_approx,,,,,0.45404237666666614,False
mp-1207170,LaClO2,3.6212,False,-0.7218983042455029,-4.343098304245503,electronegativity_approx,,,,,0.21677906250000234,False
mp-1207601,YWClO4,3.5917999999999997,False,-0.9812475549156165,-4.573047554915616,electronegativity_approx,,,,,0.11132232166666967,False
